ID,IUPAC_Name,SMILES,Formula,CAS,CID,Identification_Confidence,Plasma_Detection_Number,Plasma_Detection_Rate,Seafood_Detection_Number,Seafood_Detection_Rate,PBT_Detection_Rate>0.5,PBT_QSAR,PBT_Prob_GAT,PBT_Pred_GAT,PBT_Prob_CNN2D,PBT_Pred_CNN2D,PBT_Label,First_PBT_Identification,First_Environmental_and_Human_Detection,Tanimoto_Match_Source,Max_Tanimoto_Similarity,Tanimoto_Match>0.6,Pollutant_Type,SMILES_clean
543,"N'-(3-aminopentanoyl)-N'-[(2S)-2-[[(2S,3S)-2-[[5-(4-chlorophenyl)furan-2-carbonyl]amino]-3-methylpentanoyl]amino]-3-cyclohexylpropanoyl]-N-(trifluoromethylsulfonyl)oxamide",CCC(N)CC(=O)N(C(=O)C(=O)NS(=O)(=O)C(F)(F)F)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(Cl)cc2)o1)[C@@H](C)CC,C34H43ClF3N5O9S,,69966283,level 3,71,0.366,0,0,0,1,0.43877643,0,0.8710052,1,1,0,1,Norman_Human metabolites.csv,0.268041237113402,0,Transformation and metabolic products,CCC(N)CC(=O)N(C(=O)C(=O)NS(=O)(=O)C(F)(F)F)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(Cl)cc2)o1)[C@@H](C)CC
544,"2-(dimethylamino)ethyl 2-[(3,4-dichloro-8a-ethyl-6-oxo-8,9-dihydro-7H-fluoren-2-yl)oxy]acetate",CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCCN(C)C)c(Cl)c1Cl)C2,C21H25Cl2NO4,,57318486,level 3,63,0.3247,0,0,0,0,0.8431696,1,0.7944418,1,1,0,1,Norman_Pharmaceuticals.csv,0.390625,0,Pharmaceuticals,CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCCN(C)C)c(Cl)c1Cl)C2
545,"6-[[3-chloro-5-methoxy-4-[(4-nitrophenyl)methoxy]phenyl]methylidene]-2-ethyl-5-imino-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one",CCC1=NN2C(=N)C(=Cc3cc(Cl)c(OCc4ccc([N+](=O)[O-])cc4)c(OC)c3)C(=O)N=C2S1,C22H18ClN5O5S,,4379867,level 3,10,0.0515,0,0,0,0,0.010120912,0,0.76748264,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3055555555555556,0,Industry and consumer goods,CCC1=NN2C(=N)C(=Cc3cc(Cl)c(OCc4ccc([N+](=O)[O-])cc4)c(OC)c3)C(=O)N=C2S1
546,"N-[1-[3-(3-amino-4-chloro-1-methylindazol-7-yl)-6-(3-hydroxy-3-methylbut-1-ynyl)-2-pyridinyl]-2-(3,5-difluorophenyl)ethyl]-2-[5-ethyl-6,6-difluoro-3-(trifluoromethyl)-4,5-dihydrocyclopenta[d]pyrazol-1-yl]acetamide",CCC1Cc2c(C(F)(F)F)nn(CC(=O)NC(Cc3cc(F)cc(F)c3)c3nc(C#CC(C)(C)O)ccc3-c3ccc(Cl)c4c(N)nn(C)c34)c2C1(F)F,C37H33ClF7N7O2,,123219243,level 3,176,0.9072,0,0,1,1,0.89621234,1,0.009252733,0,1,0,1,Norman_Pharmaceuticals.csv,0.2396694214876033,0,Pharmaceuticals,CCC1Cc2c(C(F)(F)F)nn(CC(=O)NC(Cc3cc(F)cc(F)c3)c3nc(C#CC(C)(C)O)ccc3-c3ccc(Cl)c4c(N)nn(C)c34)c2C1(F)F
547,"methyl 2-[[3-[2-chloro-4-(trifluoromethyl)phenyl]-2-oxo-1,3-benzoxazol-6-yl]oxy]hexanoate",CCCCC(Oc1ccc2c(c1)oc(=O)n2-c1ccc(C(F)(F)F)cc1Cl)C(=O)OC,C21H19ClF3NO5,,175542059,level 3,19,0.0979,0,0,0,1,0.97709155,1,0.99141985,1,0,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3970588235294117,0,Industry and consumer goods,CCCCC(Oc1ccc2c(c1)oc(=O)n2-c1ccc(C(F)(F)F)cc1Cl)C(=O)OC
548,"[(Z)-octadec-12-enyl] (2S)-3-[(2-bromoacetyl)amino]-2-[[(9Z,12Z)-octadeca-9,12-dienoyl]amino]propanoate",CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](CNC(=O)CBr)C(=O)OCCCCCCCCCCC/C=C\CCCCC,C41H73BrN2O4,,155015510,level 3,18,0.0928,0,0,0,0,4.0352066e-07,0,0.000389063,0,0,0,1,Industrial_chemical.csv;Norman_Personal care products.csv;Norman_Human metabolites.csv,0.5510204081632653,0,Personal care products,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](CNC(=O)CBr)C(=O)OCCCCCCCCCCC/C=C\CCCCC
549,"3,3-diamino-2-(6-chloro-3-cyclohexylazepan-2-yl)-N-[4-[4-(3,3-difluoroazetidin-1-yl)piperidin-1-yl]-3-hexyl-2,3,4,5-tetrahydropyridin-5-yl]propanamide",CCCCCCC1CN=CC(NC(=O)C(C(N)N)C2NCC(Cl)CCC2C2CCCCC2)C1N1CCC(N2CC(F)(F)C2)CC1,C34H60ClF2N7O,,155150980,level 3,136,0.701,0,0,1,0,0.05323207,0,0.049405094,0,1,0,1,Norman_Pharmaceuticals.csv,0.232,0,Pharmaceuticals,CCCCCCC1CN=CC(NC(=O)C(C(N)N)C2NCC(Cl)CCC2C2CCCCC2)C1N1CCC(N2CC(F)(F)C2)CC1
550,[2-[2-(2-aminoethylamino)ethyl-hexadecylamino]acetyl] 2-bromooctadecanoate,CCCCCCCCCCCCCCCCC(Br)C(=O)OC(=O)CN(CCCCCCCCCCCCCCCC)CCNCCN,C40H80BrN3O3,,88719699,level 3,28,0.1443,0,0,0,1,1.3402425e-07,0,2.1902237e-05,0,1,0,1,Norman_Human metabolites.csv,0.5957446808510638,0,Transformation and metabolic products,CCCCCCCCCCCCCCCCC(Br)C(=O)OC(=O)CN(CCCCCCCCCCCCCCCC)CCNCCN
551,"4-[[6-tert-butyl-2-[4-[(2-oxo-2-tetradecoxyethoxy)methylamino]phenyl]pyrazolo[1,5-b][1,2,4]triazol-7-ylidene]amino]-2,6-dichlorophenolate",CCCCCCCCCCCCCCOC(=O)COCNc1ccc(-c2nc3n(n2)N=C(C(C)(C)C)C3=Nc2cc(Cl)c([O-])c(Cl)c2)cc1,C37H49Cl2N6O4,,57832385,level 3,2,0.0103,0,0,0,1,0.6977824,1,0.039873842,0,0,0,1,Industrial_chemical.csv,0.3608247422680412,0,Industry and consumer goods,CCCCCCCCCCCCCCOC(=O)COCNc1ccc(-c2nc3n(n2)N=C(C(C)(C)C)C3=Nc2cc(Cl)c([O-])c(Cl)c2)cc1
552,[2-[(E)-8-bromo-7-hydroxy-18-methoxy-18-oxooctadec-9-en-6-yl]oxy-2-oxoethyl]-dodecyl-dimethylazanium,CCCCCCCCCCCC[N+](C)(C)CC(=O)OC(CCCCC)C(O)C(Br)/C=C/CCCCCCCC(=O)OC,C35H67BrNO5,,10147013,level 3,173,0.8918,0,0,1,0,0.000124661,0,0.026342059,0,1,0,1,Industrial_chemical.csv;Norman_Personal care products.csv;Norman_Human metabolites.csv;Norman_Food contact chemicals.csv,0.4833333333333333,0,Personal care products,CCCCCCCCCCCC[N+](C)(C)CC(=O)OC(CCCCC)C(O)C(Br)/C=C/CCCCCCCC(=O)OC
553,"propyl 2-chloro-5-[[2-[(5E)-5-[[5-(2,4-dichlorophenyl)furan-2-yl]methylidene]-2,4-dioxo-1,3-thiazolidin-3-yl]acetyl]amino]benzoate",CCCOC(=O)c1cc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4ccc(Cl)cc4Cl)o3)C2=O)ccc1Cl,C26H19Cl3N2O6S,,126181298,level 3,3,0.0155,0,0,0,1,0.97754586,1,0.98657227,1,1,0,1,Norman_Pharmaceuticals.csv,0.369047619047619,0,Pharmaceuticals,CCCOC(=O)c1cc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4ccc(Cl)cc4Cl)o3)C2=O)ccc1Cl
554,N-[1-[2-(3-bromo-4-propoxyphenoxy)quinolin-6-yl]ethyl]acetamide,CCCOc1ccc(Oc2ccc3cc(C(C)NC(C)=O)ccc3n2)cc1Br,C22H23BrN2O3,,70833759,level 3,15,0.0773,0,0,0,0,0.9727395,1,0.71907055,1,0,0,1,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human metabolites.csv;Norman_Plant protection products.csv,0.3513513513513513,0,Pesticides,CCCOc1ccc(Oc2ccc3cc(C(C)NC(C)=O)ccc3n2)cc1Br
555,2-chloro-N-[(3S)-1-[[(2S)-1-[[1-[[(2S)-1-[[1-(ethylamino)-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-4-methylpentan-2-yl]amino]-1-oxopentan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]-1-hydroxypyridin-1-ium-4-carboxamide,CCC[C@H](NC(=O)C(NC(=O)c1cc[n+](O)c(Cl)c1)[C@@H](C)CC)C(=O)NC(CN[C@@H](C)C(=O)NC(C(=O)NCC)C(C)C)CC(C)C,C33H57ClN7O6,,143138516,level 3,21,0.1082,0,0,0,0,0.003938838,0,0.017913181,0,1,0,1,Norman_Human metabolites.csv,0.4141414141414141,0,Transformation and metabolic products,CCC[C@H](NC(=O)C(NC(=O)c1cc[n+](O)c(Cl)c1)[C@@H](C)CC)C(=O)NC(CN[C@@H](C)C(=O)NC(C(=O)NCC)C(C)C)CC(C)C
556,"22-(4-chloro-2-propylphenyl)-7-[[3-(dimethylamino)azetidin-1-yl]methyl]-11,12-dimethyl-13-oxo-20-oxa-13lambda4-thia-1,14-diazatetracyclo[14.7.2.03,6.019,24]pentacosa-16(25),17,19(24)-trien-15-one",CCCc1cc(Cl)ccc1C1COc2ccc3cc2N(C1)CC1CCC1C(CN1CC(N(C)C)C1)CCCC(C)C(C)S(=O)NC3=O,C38H55ClN4O3S,,142537957,level 3,191,0.9845,0,0,1,1,0.98551947,1,0.8344869,1,1,0,1,Norman_Pharmaceuticals.csv,0.2352941176470588,0,Pharmaceuticals,CCCc1cc(Cl)ccc1C1COc2ccc3cc2N(C1)CC1CCC1C(CN1CC(N(C)C)C1)CCCC(C)C(C)S(=O)NC3=O
