SMILES,Pollutant_Type,Shared_Label
CS(=O)(=O)c1ccc(Nc2ncc(F)c(Nc3ccc4c(c3)N(C(=O)CCl)CC43CC3)n2)cc1,Industry and consumer goods,0
CS(=O)NCC(O)COc1ccc(SOc2cc(Cl)c(OCCCCl)c(Cl)c2)cc1,Transformation and metabolic products,0
CSc1c(Sc2ccccc2)c(C(Cl)Br)c(I)c(SC2CCCCC2)c1S(=O)(=O)O,Industry and consumer goods,0
CSc1nn(CC(=O)Nc2ccc(Br)cc2F)c(N)c1S(=O)(=O)c1ccc(F)cc1,Transformation and metabolic products,0
CSc1sc(NC(=O)Nc2ccc(Cl)cc2C(=O)C2CCCC2)nc1CNS(C)(=O)=O,Transformation and metabolic products,0
C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)c1ncc(-c2c(Cl)cccc2Cl)o1)n1cccc(NC=O)c1=O,Pharmaceuticals,0
C[C@@H](c1ccc(Cl)c(-n2ncnc2C(F)F)c1)N1C(=O)[C@@](CC(C)(C)C)(c2ccc3c(C(F)F)nccc3c2)N=C1NC(=O)OCc1ccccc1,Transformation and metabolic products,0
C[C@@H]1[C@@H](C)C/C=C/[C@H](OCC(=O)N2CC(O)(C(F)(F)F)C2)[C@@H]2CC[C@H]2CN2CCCCc3cc(Cl)ccc3COc3ccc(cc32)C(=O)NS1(=O)=O,Transformation and metabolic products,0
C[C@H](Nc1ncnc2[nH]ccc(=O)c12)c1c(Cl)c2cccc(S(C)(=N)=O)c2c(=O)n1-c1ccccc1,Pharmaceuticals,0
Cc1c(Br)cc(C[N@+]2(C(=O)O)CCC(N3CCc4ccccc4NC3=O)CC2(CC=O)N2CCC(C3CCN(C)CC3)CC2)cc1Br,Pharmaceuticals,0
Cc1c(C(=O)O)cccc1-c1ccc(/C=C(\Sc2nnc(-c3ccc(Cl)cc3)o2)C(=O)O)o1,Pesticides,0
Cc1cc(C(=O)CSC(C)c2ccc(Cl)cc2)c(C)n1C1CCS(=O)(=O)C1,Transformation and metabolic products,0
Cc1cc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)[nH]c1C(=O)NCC(=O)NC(F)(F)F,Industry and consumer goods,0
Cc1cc(C2=NSC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)CC1CCN(CC(F)(F)F)C1=O,Industry and consumer goods,0
Cc1cc(I)ccc1NC1(Nc2ccc(I)cc2C)C(C(=O)O)C=C(Br)C(F)(F)C1(F)F,Transformation and metabolic products,0
Cc1cc(N2C(=O)NC(=O)/C(=C\c3cc(Br)c(OCc4ccccc4C#N)c(Br)c3)C2=O)ccc1Br,Industry and consumer goods,0
Cc1cc(OCCCC2=C(C(=O)NS(=O)(=O)c3ccc(C(=O)NCc4ccncc4)o3)Cc3c2ccc(Cl)c3-c2c(C)nn(C(C)C)c2C)cc(C)c1Cl,Transformation and metabolic products,0
Cc1ccc(N2C(=O)C3C4CC(C3C2=O)C2C(c3cccc(Cl)c3Cl)c3sc(=O)[nH]c3SC42)cc1,Industry and consumer goods,0
Cc1ccc(N2CC(c3nnc(NC(=O)/C=C/c4ccccc4[N+](=O)[O-])s3)CC2=O)cc1Cl,Transformation and metabolic products,0
Cc1ccc2c(c1)N(C(=O)CSc1nc3ccsc3c(=O)n1-c1ccc(Br)cc1)CCO2,Industry and consumer goods,0
Cc1cccc(Cl)c1N1C/C=C\CCC(=O)OC[C@H](c2ccccc2)NC(=O)[C@H]2[C@@H]3O[C@@]4(C=C3Br)[C@@H]2C(=O)N([C@@H](CO)CC(C)C)[C@@H]4C1=O,Industry and consumer goods,0
Cc1nc2ccc(Br)cc2c(=O)n1N=Cc1cn(Cc2ccc(Br)cc2Br)c2ccccc12,Pharmaceuticals,0
Cc1nnc(NC(=O)C(=O)N2CCCOc3ccc(cc3Cl)CNc3nc(nc(OCC(F)(F)F)n3)Nc3ccc(cc3)C(=O)NCC(C)(C)C2)s1,Pharmaceuticals,0
Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)OCCCC[C@@H](C)O2,Pharmaceuticals,0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)N1CCN(C(=O)c3ccc(C(=O)O)c(C#CCNC(=O)OC(C)(C)C)c3)CC1)c1nnc(C)n1-2,Industry and consumer goods,0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCC(=O)CCCCCc1cccc3c1CN(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,Industry and consumer goods,0
Clc1ccc(OCc2nc3c(OCCCN4CCCCC4CCC4CCCCCCC4)cccc3n2CCCC2CCNCC2)cc1,Pharmaceuticals,0
Cn1cnc2ccc(Nc3c(F)ccc(N(OC(=O)C(F)(F)F)S(=O)(=O)N4CC[C@@H](F)C4)c3Cl)c(Br)c2c1=O,Industry and consumer goods,0
Cn1nc(C(F)(F)C(F)(F)F)c(C(F)(F)F)c1-n1cc(-c2ccc(Cl)c(C(=O)N(COC(=O)OCCCOC(O)CCC(=O)O)C3(C#N)CC3)c2)cn1,Industry and consumer goods,0
N#C/C(=C\c1cc(Br)cc(Br)c1Oc1ccc(C(F)(F)F)cc1[N+](=O)[O-])c1nc2ccccc2[nH]1,Industry and consumer goods,0
N#C/C(=C\c1cc(Br)cc(Br)c1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,Industry and consumer goods,0
N#C/C(=C\c1ccc(-c2cc(C(F)(F)F)ccc2Cl)o1)C(=O)Nc1ccc(OC(F)(F)F)cc1,Industry and consumer goods,0
N=C1S/C(=C\c2cc(Br)ccc2OCC(=O)Nc2ccc(Cl)cc2)C(=O)N1c1ccc(Cl)c(Cl)c1,Pharmaceuticals,0
NC(CC(=O)O)Cn1nnc(-c2ccc(OCCc3cnc(Cl)nc3)cc2F)n1,Industry and consumer goods,0
NC(N)=NCCCCCCCCCCC(=O)NCCCC[C@H](N=C(N)N)C(=O)NCCN1CCC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC12CCCCC2,Transformation and metabolic products,0
NCCSCc1nsnc1SC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(N=O)c3nc(N)ccc3Cl)[C@@H]2SC1,Pharmaceuticals,0
NNC(c1cc(Cl)ccc1I)c1ccc(Br)c(Cl)c1F,Industry and consumer goods,0
NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(C#Cc4cccc(Br)c4)ncnc32)[C@H](O)[C@@H]1O,Pharmaceuticals,0
NS(=O)(=O)c1ccc(NCCC(=O)Nc2ccc(OC(F)F)c(Cl)c2)c([N+](=O)[O-])c1,Industry and consumer goods,0
NS(=O)(=O)c1cccc(-c2ccc(Oc3ncsc3-c3ccnc(N[C@H]4CCCNC4)n3)c(F)c2)c1Cl,Pharmaceuticals,0
Nc1nc(-n2cc(OC(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,Pharmaceuticals,0
O=C(CC(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1cccc(F)c1)c1ccc(Br)cc1,Pharmaceuticals,0
O=C(CCC(F)(F)F)N[C@H]1CCCCCCC[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(Cl)c4C3)CN2C1=O,Pharmaceuticals,0
O=C(CCCCCCC(=O)Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O)NCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccc(O)cc2)cc1,Transformation and metabolic products,0
O=C(CCN1C(=O)/C(=C/c2ccccc2)SC1=S)Oc1cc(-c2ccc(Cl)cc2)c2oc(=O)sc2c1,Pharmaceuticals,0
O=C(CCc1cccc(F)c1F)C(=O)NCC[C@H](NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1)C(=O)O,Transformation and metabolic products,0
O=C(CN(C(=O)c1ccccc1[N+](=O)[O-])N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O)c1ccc([N+](=O)[O-])cc1,Transformation and metabolic products,0
O=C(CN1C(=O)/C(=C2/SC(=O)NC2=O)c2cc(Br)ccc21)Nc1cccc(C(F)(F)F)c1,Transformation and metabolic products,0
O=C(CONC(=O)c1cc(F)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)Nc1ccccc1,Transformation and metabolic products,0
O=C(COc1ccc(Cl)c(Cl)c1)NC1=C2CC(NC(=O)c3ccc(C(F)(F)F)cn3)(C2)C[C@@H]1O,Transformation and metabolic products,0
O=C(Cc1c(O)n(-c2ccccc2)c(=S)n1CCc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,Transformation and metabolic products,0
O=C(Cc1ccc(F)cc1F)C(=O)NCC[C@H](NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1)C(=O)O,Transformation and metabolic products,0
O=C(NCc1ccccc1Sc1ccccc1)[C@]1(Cc2ccccc2Br)N=C(c2ccc(OCCCO)cc2)O[C@@H]1c1ccc(-c2ccccc2)cc1,Industry and consumer goods,0
O=C(NNc1ncnc(Nc2nc3ccccc3s2)c1[N+](=O)[O-])c1ccc(Cl)c([N+](=O)[O-])c1,Industry and consumer goods,0
O=C(NOC(=O)C1CC1)c1ccc(/C(F)=C/C(c2cc(Cl)c(Cl)c(Cl)c2)C(F)(F)F)cc1C(F)(F)F,Industry and consumer goods,0
O=C(NOc1c(C(F)(F)F)ncc([N+](=O)[O-])c1-c1cc(Cl)c(Cl)c(Cl)c1)c1ccccc1,Transformation and metabolic products,0
O=C(N[C@@H](Cc1ccc(Cl)c(Br)c1)C(=O)O)c1ccc(I)cc1NS(=O)(=O)C1=CC=CN2SNC=C12,Industry and consumer goods,0
O=C(Nc1cccc(C(=O)O)c1)Nc1cc2c(cc1Cl)[nH]c(=O)n1nc(C(=O)O)c(C(=O)O)c21,Industry and consumer goods,0
O=C(O)CCCCCN1C(=O)/C(=C/c2cc(Br)ccc2OCC(=O)Nc2ccc(F)cc2)SC1=S,Industry and consumer goods,0
O=C(O)CCCCC[n+]1ccc(-c2nc3ccc(OCCCS(=O)(=O)O)cc3o2)c(Cl)c1,Industry and consumer goods,0
O=C(O)COc1c(Br)cc(/C=C2\SC(=O)N(CC(=O)N3CCCCC3)C2=O)cc1I,Transformation and metabolic products,0
O=C(O)Cn1c(O)cc(-c2nn(C(=O)c3cnoc3)c(NCc3ccc(Cl)s3)c2F)cc1=O,Pharmaceuticals,0
O=C1C(=C2Oc3ccc(Cl)cc3N2CCCCS(=O)(=O)O)N(CCO)C(=S)N1c1ccccn1,Industry and consumer goods,0
O=C1NC(=S)N(c2ccccc2F)C(=O)/C1=C/c1cc(Br)c(OCc2ccc(Br)cc2)c(I)c1,Industry and consumer goods,0
O=C1NC(S(=O)(=O)O)SC1Cc1cccc2c1CCC(=O)N2Cc1ccc(Cl)nc1,Pesticides,0
O=CC1(CNc2ccc(Cl)c(C(=O)NC3CC(F)(F)C3)c2)C(c2cc(Br)cc(Br)c2)C1(Cl)Cl,Pharmaceuticals,0
O=[N+]([O-])c1ccccc1S(=O)(=O)NC(CCc1c(Br)cccc1Br)c1ccccc1OC(F)(F)C(F)F,Industry and consumer goods,0
O=c1[nH]c(CN2CCN(CC(F)(F)F)CC2)nc2c(Br)cc(Br)cc12,Industry and consumer goods,0
[C-]#[N+]c1cc(Cl)cc(Oc2c(Br)ccc(Cc3nn(COP(=O)(O)O)c4ncccc34)c2F)c1,Pharmaceuticals,0
